ID,CASE_NUMBER,BLOCK,IUCR_CODE,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESC,ARREST,DOMESTIC,BEAT_NUM,DISTRICT_CODE,WARD_NO,COMMUNITY_CODE,FBI_CODE,X_COORDINATE,Y_COORDINATE,INCIDENT_YEAR,DATE_OF_UPDATE,LATITUDE,LONGITUDE,LOCATION,INCIDENT_DAYOFWEEK,INCIDENT_DATE,INCIDENT_TIME,INCIDENT_MONTH
10000928,FZ945629,27XX S GRAND AVE,312,ROBBERY,ARMED: HANDGUN,HOSPITAL BUILDING/GROUNDS,False,False,1511,5,7.0,48.0,09,1157867.0,1873149.0,2018,2019-01-27 12:46:00,41.75673736,-87.61378278,"(41.75673736, -87.61378278)",MONDAY,2018-12-31,12:46:00,12
10000929,DA487567,47XX N MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,CTA BUS,True,False,912,25,14.0,11.0,10,1179082.0,1903935.0,2022,2022-08-11 18:55:00,41.86815887,-87.68776072,"(41.86815887, -87.68776072)",THURSDAY,2022-08-04,18:55:00,8
10000930,XL264523,46XX W CICERO AVE,460,BATTERY,SIMPLE,APARTMENT,True,False,111,12,47.0,12.0,09,1169056.0,1862216.0,2019,2019-11-10 11:35:00,41.78312586,-87.54304511,"(41.78312586, -87.54304511)",TUESDAY,2019-10-22,11:35:00,10
10000931,RZ337271,49XX W CICERO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,113,18,32.0,28.0,06,1186815.0,1925592.0,2019,2019-02-18 09:30:00,41.71731194,-87.60134402,"(41.71731194, -87.60134402)",SATURDAY,2019-02-16,09:30:00,2
10000932,YL786143,53XX E BROADWAY,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESTAURANT,False,False,1911,22,1.0,39.0,04B,1172118.0,1928093.0,2023,2023-12-11 07:07:00,41.98105592,-87.651374465,"(41.98105592, -87.79312839)",SATURDAY,2023-12-09,07:07:00,12
10000933,UR957877,39XX E FULLERTON AVE,620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,True,False,1911,25,43.0,47.0,17,1174984.0,1883477.0,2016,2016-03-02 22:18:00,41.91536814,-87.5556171,"(41.91536814, -87.5556171)",MONDAY,2016-02-01,22:18:00,2
10000934,NQ537025,46XX N NORTH AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,False,1211,10,48.0,58.0,08A,1198833.0,1871875.0,2017,2017-03-23 14:51:00,41.91609548,-87.64926294,"(41.91609548, -87.64926294)",WEDNESDAY,2017-02-22,14:51:00,2
10000935,NB336302,58XX N MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,VEHICLE NON-COMMERCIAL,False,True,812,18,26.0,77.0,15,1169443.0,1915803.0,2023,2023-09-17 21:22:00,41.93607432,-87.59419122,"(41.93607432, -87.59419122)",FRIDAY,2023-09-08,21:22:00,9
10000936,BV152215,91XX N STATE ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARK PROPERTY,False,True,611,4,6.0,6.0,12,1165650.0,1878091.0,2015,2015-12-08 14:11:00,41.84061179,-87.67848187,"(41.93484437, -87.67848187)",WEDNESDAY,2015-12-02,14:11:00,12
10000937,TR025514,72XX N NORTH AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,GROCERY FOOD STORE,True,False,112,18,1.0,14.0,10,1154733.0,1893358.0,2018,2018-10-26 20:30:00,41.93319403,-87.54315481,"(41.93319403, -87.54315481)",FRIDAY,2018-10-19,20:30:00,10
10000938,MX141521,21XX E MICHIGAN AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,122,18,28.0,64.0,26,1157380.0,1918055.0,2021,2021-06-21 14:28:00,41.88260312,-87.61690409,"(41.88260312, -87.61690409)",FRIDAY,2021-06-18,14:28:00,6
10000939,RX997776,52XX N HALSTED ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,1411,17,44.0,10.0,11,1172448.0,1893272.0,2022,2022-06-26 04:52:00,41.79462697,-87.75365014,"(41.79462697, -87.75365014)",SUNDAY,2022-06-19,04:52:00,6
10000940,EJ854714,29XX S STATE ST,750,THEFT,THEFT $500 AND UNDER,SIDEWALK,False,False,221,3,35.0,11.0,18,1161501.0,1904363.0,2021,2021-04-10 14:53:00,41.8904524,-87.60647906,"(41.8904524, -87.60647906)",SATURDAY,2021-03-20,14:53:00,3
10000941,UA177987,19XX N PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,2011,14,41.0,14.0,03,1151542.0,1863062.0,2016,2016-03-26 20:56:00,41.70452068,-87.71353782,"(41.70452068, -87.71353782)",MONDAY,2016-03-07,20:56:00,3
10000942,VS434566,65XX N DIVISION ST,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,True,False,612,15,37.0,42.0,09,1179531.0,1914924.0,2023,2023-09-17 16:15:00,41.69895113,-87.67881798,"(41.69895113, -87.67881798)",FRIDAY,2023-09-08,16:15:00,9
10000943,FC994561,78XX N CHICAGO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,1121,16,42.0,57.0,11,1164382.0,1882498.0,2022,2022-05-30 01:39:00,41.89234488,-87.61186977,"(41.89234488, -87.61186977)",WEDNESDAY,2022-05-18,01:39:00,5
10000944,QD314460,71XX W FULLERTON AVE,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,True,1811,14,25.0,18.0,11,1156373.0,1914633.0,2020,2020-01-05 22:05:00,41.74689229,-87.62097077,"(41.74689229, -87.62097077)",WEDNESDAY,2020-01-01,22:05:00,1
10000945,JW316983,58XX S WESTERN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,VEHICLE NON-COMMERCIAL,True,True,1711,14,3.0,1.0,03,1165444.0,1881238.0,2017,2017-05-08 12:21:00,41.94107522,-87.54869429,"(41.94107522, -87.54869429)",TUESDAY,2017-04-11,12:21:00,4
10000946,XQ088575,93XX N CLARK ST,460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,111,5,47.0,16.0,07,1195820.0,1921128.0,2018,2018-03-31 18:15:00,41.96640704,-87.62640433,"(41.96640704, -87.62640433)",MONDAY,2018-03-26,18:15:00,3
10000947,YU513934,65XX N MICHIGAN AVE,850,DECEPTIVE PRACTICE,FRAUD,CTA TRAIN,True,False,312,4,28.0,68.0,03,1184072.0,1909667.0,2015,2015-08-03 19:06:00,41.87681265,-87.63024514,"(41.87681265, -87.63024514)",SATURDAY,2015-07-04,19:06:00,7
10000948,IB455100,17XX E PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,True,False,1811,10,33.0,67.0,05,1157454.0,1874865.0,2016,2016-06-29 14:49:00,41.98764216,-87.651374465,"(41.98764216, -87.5528105)",MONDAY,2016-06-06,14:49:00,6
10000949,QI082956,93XX S STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),True,False,1811,14,46.0,6.0,03,1184814.0,1890044.0,2019,2019-07-13 15:24:00,41.83854317,-87.70371413,"(41.83854317, -87.70371413)",THURSDAY,2019-06-13,15:24:00,6
10000950,HF078018,46XX W BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",True,False,1011,24,8.0,2.0,08B,1193363.0,1880556.0,2023,2023-11-13 22:14:00,41.7966416,-87.62273569,,SUNDAY,2023-11-12,22:14:00,11
10000951,VM499813,53XX N HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,CONVENIENCE STORE,True,False,711,24,20.0,29.0,26,1185050.0,1915097.0,2015,2015-04-21 19:47:00,41.79928897,-87.5865682,"(41.79928897, -87.5865682)",TUESDAY,2015-04-14,19:47:00,4
10000952,TW857534,27XX N BROADWAY,560,ASSAULT,SIMPLE,RESTAURANT,True,False,411,4,6.0,56.0,13,1193991.0,1851102.0,2015,2015-07-11 22:13:00,41.7692116,-87.78771283,"(41.7692116, -87.78771283)",SATURDAY,2015-07-04,22:13:00,7
10000953,MU712751,65XX W COTTAGE GROVE AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,ALLEY,True,False,312,5,11.0,71.0,06,1156352.0,1896482.0,2015,2015-01-29 18:28:00,41.9262331,-87.60649435,"(41.9262331, -87.60649435)",FRIDAY,2015-01-16,18:28:00,1
10000954,ZR973121,75XX N WESTERN AVE,740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",True,False,521,9,35.0,46.0,08A,1199924.0,1891684.0,2019,2019-07-08 14:25:00,41.88602955,-87.72061283,"(41.88602955, -87.72061283)",SATURDAY,2019-07-06,14:25:00,7
10000955,QM792816,34XX S HALSTED ST,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,812,4,6.0,53.0,17,1190324.0,1906780.0,2023,2023-11-24 13:40:00,41.91143392,-87.55391968,"(41.91143392, -87.55391968)",TUESDAY,2023-11-07,13:40:00,11
10000956,LM126644,84XX E COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,True,612,10,6.0,63.0,16,1199793.0,1851878.0,2021,2021-05-05 14:13:00,41.7938138,-87.56767107,"(41.7938138, -87.56767107)",THURSDAY,2021-04-08,14:13:00,4
10000957,VS089650,13XX W CLARK ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,122,17,40.0,21.0,11,1174984.0,1908089.0,2017,2017-01-30 19:26:00,41.86550782,-87.79617012,"(41.86550782, -87.79617012)",SATURDAY,2017-01-21,19:26:00,1
10000958,ZX964673,66XX W GRAND AVE,560,ASSAULT,SIMPLE,CTA BUS,False,False,113,25,26.0,16.0,10,1161186.0,1863876.0,2019,2019-05-24 15:02:00,41.82742077,-87.67029548,"(41.82742077, -87.67029548)",SUNDAY,2019-05-05,15:02:00,5
10000959,AT362339,88XX W HALSTED ST,910,VANDALISM,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,True,False,1111,17,14.0,24.0,19,1175419.0,1905028.0,2021,2021-12-30 07:29:00,41.81720316,-87.69790049,"(41.81720316, -87.69790049)",WEDNESDAY,2021-12-08,07:29:00,12
10000960,KG524036,67XX W NORTH AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,1121,17,26.0,64.0,09,1193593.0,1871107.0,2015,2015-08-03 09:12:00,41.79519505,-87.68188757,,WEDNESDAY,2015-07-29,09:12:00,7
10000961,GU359740,34XX E MICHIGAN AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1911,22,42.0,1.0,18,1165741.0,1868159.0,2019,2019-02-08 10:31:00,41.91441115,-87.61665758,"(41.91441115, -87.61665758)",SATURDAY,2019-02-02,10:31:00,2
10000962,VI071325,28XX S CLARK ST,510,ASSAULT,AGGRAVATED: HANDGUN,CTA TRAIN,False,False,112,2,45.0,36.0,11,1163741.0,1878139.0,2021,2021-10-14 13:47:00,41.70660877,-87.55912063,"(41.70660877, -87.55912063)",MONDAY,2021-09-27,13:47:00,9
10000963,PU772800,34XX N MADISON ST,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,611,15,48.0,5.0,14,1191111.0,1895630.0,2023,2023-12-03 22:25:00,41.73094717,-87.65429227,"(41.73094717, -87.65429227)",SUNDAY,2023-11-05,22:25:00,11
10000964,SM580837,58XX E CLARK ST,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,412,17,37.0,61.0,09,1154359.0,1870128.0,2020,2020-11-05 11:56:00,41.94891263,-87.79348162,"(41.94891263, -87.79348162)",WEDNESDAY,2020-10-21,11:56:00,10
10000965,GP599172,25XX W GRAND AVE,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,False,321,19,44.0,16.0,04B,1174984.0,1895598.0,2020,2020-05-01 05:05:00,41.90563383,-87.52326784,"(41.90563383, -87.52326784)",FRIDAY,2020-04-10,05:05:00,4
10000966,NG982574,88XX E GRAND AVE,910,VANDALISM,CRIMINAL DAMAGE,GAS STATION,False,False,221,14,42.0,47.0,16,1174984.0,1892216.0,2015,2015-10-24 19:40:00,41.77019844,-87.65121261,"(41.77019844, -87.65121261)",MONDAY,2015-09-28,19:40:00,9
10000967,YZ856995,96XX E CLARK ST,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,611,16,36.0,65.0,14,1186967.0,1856616.0,2015,2015-08-29 17:12:00,41.93107659,-87.651374465,"(41.93107659, -87.72310135)",TUESDAY,2015-08-25,17:12:00,8
10000968,AP893939,49XX S CICERO AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,321,2,8.0,47.0,11,1197379.0,1902671.0,2018,2018-11-22 08:39:00,41.70132925,-87.76090142,"(41.70132925, -87.76090142)",FRIDAY,2018-11-02,08:39:00,11
10000969,TS358051,86XX S STATE ST,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,True,2411,1,8.0,19.0,03,1151099.0,1860241.0,2022,2022-09-03 15:59:00,41.98291766,-87.70209262,"(41.98291766, -87.70209262)",SUNDAY,2022-08-28,15:59:00,8
10000970,WN481519,31XX N CHICAGO AVE,320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,511,17,39.0,58.0,09,1185834.0,1901046.0,2020,2020-11-11 13:48:00,41.91454075,-87.71873143,"(41.91454075, -87.71873143)",THURSDAY,2020-10-15,13:48:00,10
10000971,TL170725,43XX E CLARK ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,SIDEWALK,True,True,2211,3,22.0,44.0,18,1186396.0,1918191.0,2023,2023-09-28 16:33:00,41.8439906,-87.62744375,"(41.8439906, -87.62744375)",WEDNESDAY,2023-09-06,16:33:00,9
10000972,NS647374,66XX N STATE ST,910,VANDALISM,CRIMINAL DAMAGE,CONVENIENCE STORE,False,False,2411,1,29.0,53.0,09,1188679.0,1866826.0,2018,2018-04-15 03:58:00,41.79568903,-87.59066927,"(41.79568903, -87.59066927)",WEDNESDAY,2018-04-04,03:58:00,4
10000973,MG784163,71XX E DIVISION ST,510,ASSAULT,AGGRAVATED: HANDGUN,CONVENIENCE STORE,False,True,1411,8,31.0,77.0,08B,1166546.0,1879135.0,2016,2016-09-18 21:47:00,41.84061179,-87.71449317,"(41.70863727, -87.71449317)",TUESDAY,2016-08-30,21:47:00,8
10000974,YV962196,47XX S HALSTED ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,False,True,221,1,25.0,39.0,11,1174540.0,1904363.0,2020,2020-01-30 11:46:00,41.96337997,-87.504281,"(41.96337997, -87.504281)",SATURDAY,2020-01-04,11:46:00,1
10000975,TH850472,66XX N CHICAGO AVE,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,511,4,28.0,72.0,12,1198526.0,1911143.0,2019,2019-02-04 22:51:00,41.96833775,-87.65490369,"(41.96833775, -87.65490369)",TUESDAY,2019-01-29,22:51:00,1
10000976,AJ710181,45XX N HALSTED ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,122,14,3.0,32.0,16,1194167.0,1928665.0,2021,2021-08-03 10:25:00,41.84705365,-87.5133007,"(41.84705365, -87.5133007)",FRIDAY,2021-07-16,10:25:00,7
10000977,HY574447,69XX S BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARKING LOT / GARAGE(NON.RESID.),False,True,1811,1,43.0,31.0,16,1182744.0,1926164.0,2017,2017-09-28 15:02:00,41.82426387,-87.74913208,"(41.82426387, -87.74913208)",FRIDAY,2017-09-22,15:02:00,9
10000978,PQ565482,53XX S GRAND AVE,610,BURGLARY,FORCIBLE ENTRY,RETAIL STORE,False,False,112,15,20.0,36.0,12,1158322.0,1889592.0,2019,2019-11-22 12:17:00,41.74823732,-87.5947328,"(41.74823732, -87.5947328)",SUNDAY,2019-11-17,12:17:00,11
10000979,GY349591,49XX N NORTH AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,812,8,6.0,42.0,19,1163957.0,1925323.0,2023,2023-12-04 17:45:00,41.88607834,-87.74120474,"(41.88607834, -87.74120474)",THURSDAY,2023-11-23,17:45:00,11
10000980,MH853502,9XX S DIVISION ST,750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,521,5,12.0,7.0,26,1152661.0,1880944.0,2016,2016-07-28 11:35:00,41.90210077,-87.56793862,"(41.90210077, -87.56793862)",TUESDAY,2016-07-12,11:35:00,7
10000981,GG624243,96XX W DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,False,True,1911,16,33.0,50.0,19,1186738.0,1923325.0,2023,2023-12-10 23:52:00,41.79576852,-87.77986884,"(41.79576852, -87.77986884)",TUESDAY,2023-11-14,23:52:00,11
10000982,JC285002,3XX E DIVISION ST,460,BATTERY,SIMPLE,ALLEY,True,True,121,4,24.0,18.0,20,1176384.0,1903653.0,2020,2020-10-05 14:16:00,41.86233166,-87.62850525,"(41.86233166, -87.62850525)",SUNDAY,2020-09-20,14:16:00,9
10000983,AD653968,10XX W STATE ST,460,BATTERY,SIMPLE,CTA TRAIN,True,False,311,2,50.0,36.0,18,1199085.0,1914032.0,2017,2017-02-20 21:42:00,41.84061179,-87.78783282,"(41.69046915, -87.78783282)",WEDNESDAY,2017-02-01,21:42:00,2
10000984,LA789154,16XX S STATE ST,910,VANDALISM,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,True,1611,10,14.0,41.0,10,1174199.0,1908525.0,2019,2019-11-20 07:07:00,41.97265289,-87.79812827,"(41.97265289, -87.79812827)",FRIDAY,2019-10-25,07:07:00,10
10000985,TG334986,44XX N DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1121,3,12.0,53.0,10,1170085.0,1922346.0,2021,2021-11-09 08:18:00,41.84061179,-87.73350087,"(41.70297072, -87.73350087)",MONDAY,2021-11-01,08:18:00,11
10000986,ZJ752626,59XX S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,True,False,111,2,28.0,75.0,11,1154161.0,1891804.0,2022,2022-09-23 22:35:00,41.92178042,-87.50855862,"(41.92178042, -87.50855862)",WEDNESDAY,2022-09-07,22:35:00,9
10000987,OD007933,88XX E WESTERN AVE,730,THEFT,SHOPLIFTING,GAS STATION,True,False,521,4,46.0,68.0,19,1187493.0,1912729.0,2019,2019-12-22 17:12:00,41.80878345,-87.72047998,"(41.80878345, -87.72047998)",TUESDAY,2019-12-17,17:12:00,12
10000988,LL617092,99XX E CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,712,17,46.0,48.0,11,1177012.0,1872544.0,2017,2017-04-22 19:00:00,41.70588056,-87.62670833,"(41.70588056, -87.62670833)",TUESDAY,2017-04-11,19:00:00,4
10000989,AS967857,95XX S CICERO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,True,True,912,3,29.0,70.0,14,1151840.0,1898344.0,2022,2022-01-30 20:47:00,41.80357735,-87.66666505,"(41.80357735, -87.66666505)",FRIDAY,2022-01-14,20:47:00,1
10000990,YJ049335,95XX E PULASKI RD,1310,NARCOTICS,POSS: COCAINE,APARTMENT,True,False,113,9,47.0,39.0,04B,1199638.0,1878395.0,2015,2015-05-22 16:45:00,41.93043001,-87.71119541,"(41.93043001, -87.71119541)",SATURDAY,2015-04-25,16:45:00,4
10000991,PV056089,56XX N HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,True,False,122,5,41.0,50.0,07,1155877.0,1929188.0,2022,2022-06-04 20:26:00,41.94822229,-87.79400979,"(41.94822229, -87.79400979)",FRIDAY,2022-06-03,20:26:00,6
10000992,LZ469365,84XX W BROADWAY,750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,True,False,1221,3,18.0,76.0,19,1155259.0,1876868.0,2020,2020-07-05 21:50:00,41.72883265,-87.5123456,"(41.72883265, -87.5123456)",FRIDAY,2020-07-03,21:50:00,7
10000993,QE557445,60XX E DIVISION ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,711,20,48.0,59.0,12,1152435.0,1878553.0,2017,2017-10-07 21:46:00,41.87294343,-87.69448825,"(41.87294343, -87.69448825)",SUNDAY,2017-09-10,21:46:00,9
10000994,XL518104,26XX N NORTH AVE,740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,2411,8,24.0,50.0,18,1188651.0,1917388.0,2022,2022-05-23 16:13:00,41.72725872,-87.69479962,"(41.72725872, -87.69479962)",THURSDAY,2022-05-05,16:13:00,5
10000995,MD115617,36XX W CLARK ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,912,5,33.0,62.0,20,1158583.0,1860860.0,2015,2015-06-29 12:25:00,41.78944485,-87.67294229,"(41.78944485, -87.67294229)",FRIDAY,2015-06-12,12:25:00,6
10000996,LF962622,93XX W HALSTED ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1211,8,37.0,36.0,14,1198271.0,1905417.0,2018,2018-11-01 21:00:00,41.88451177,-87.70512026,"(41.88451177, -87.70512026)",SATURDAY,2018-10-06,21:00:00,10
10000997,ZU533729,53XX W GRAND AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,912,7,25.0,76.0,04A,1162829.0,1865957.0,2021,2022-01-03 11:02:00,41.81531161,-87.53538187,"(41.81531161, -87.53538187)",FRIDAY,2021-12-10,11:02:00,12
10000998,FE862492,79XX W WESTERN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,BAR OR TAVERN,True,False,312,12,18.0,75.0,19,1153550.0,1893655.0,2021,2021-09-01 15:39:00,41.72204127,-87.64262855,"(41.72204127, -87.64262855)",WEDNESDAY,2021-08-25,15:39:00,8
10000999,SU661224,16XX S MADISON ST,730,THEFT,SHOPLIFTING,CTA BUS,False,False,1011,15,19.0,21.0,05,1170811.0,1863013.0,2019,2019-07-07 05:05:00,41.79029691,-87.70299969,"(41.79029691, -87.70299969)",SUNDAY,2019-06-09,05:05:00,6
10001000,ED270191,46XX N NORTH AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,True,False,1111,25,4.0,7.0,17,1199264.0,1854117.0,2018,2018-11-11 20:16:00,41.96790134,-87.64235316,"(41.96790134, -87.64235316)",FRIDAY,2018-10-26,20:16:00,10
10001001,SW546675,9XX E DIVISION ST,620,BURGLARY,UNLAWFUL ENTRY,GAS STATION,False,False,511,9,8.0,25.0,18,1157023.0,1877243.0,2020,2020-12-16 19:58:00,41.79789694,-87.55891432,"(41.79789694, -87.55891432)",SATURDAY,2020-12-05,19:58:00,12
10001002,PH130117,91XX W PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RETAIL STORE,True,True,1611,20,39.0,35.0,26,1190778.0,1926918.0,2016,2016-03-15 18:10:00,41.69205195,-87.77477277,"(41.69205195, -87.77477277)",THURSDAY,2016-02-25,18:10:00,2
10001003,XI261937,59XX E WESTERN AVE,910,VANDALISM,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,True,False,1811,14,24.0,39.0,11,1179992.0,1869783.0,2020,2020-09-05 16:33:00,41.82900534,-87.51815132,"(41.82900534, -87.51815132)",SUNDAY,2020-08-23,16:33:00,8
10001004,MC270128,51XX S NORTH AVE,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,True,False,411,6,16.0,38.0,08A,1157377.0,1908122.0,2019,2019-08-02 20:34:00,41.98185379,-87.58182018,"(41.98185379, -87.58182018)",MONDAY,2019-07-08,20:34:00,7
10001005,WB437802,90XX W FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1811,24,41.0,76.0,16,1195497.0,1874190.0,2016,2016-07-12 17:46:00,41.95993132,-87.58750151,"(41.95993132, -87.58750151)",TUESDAY,2016-07-05,17:46:00,7
10001006,MV797256,86XX S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,621,16,9.0,45.0,17,1190541.0,1929103.0,2020,2020-07-22 22:09:00,41.95560882,-87.6689396,"(41.95560882, -87.6689396)",SUNDAY,2020-07-12,22:09:00,7
10001007,NP500451,59XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,VEHICLE NON-COMMERCIAL,True,False,1711,19,42.0,55.0,10,1159032.0,1920112.0,2022,2022-01-25 09:53:00,41.84061179,-87.78808052,"(41.91127812, -87.78808052)",MONDAY,2022-01-10,09:53:00,1
10001008,JK910503,26XX E GRAND AVE,750,THEFT,THEFT $500 AND UNDER,RESIDENCE,False,False,1911,1,47.0,72.0,11,1180471.0,1913389.0,2022,2022-05-20 00:30:00,41.85990271,-87.60241324,"(41.85990271, -87.60241324)",SUNDAY,2022-05-08,00:30:00,5
10001009,MI698443,13XX N DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,811,7,46.0,5.0,26,1182972.0,1878350.0,2021,2021-07-21 12:06:00,41.71888023,-87.67595884,"(41.71888023, -87.67595884)",WEDNESDAY,2021-07-14,12:06:00,7
10001010,JW678318,57XX N CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,412,18,30.0,6.0,03,1177249.0,1861194.0,2016,2016-07-20 14:44:00,41.74174675,-87.61000972,"(41.74174675, -87.61000972)",MONDAY,2016-07-04,14:44:00,7
10001011,GY082453,34XX N MICHIGAN AVE,800,ARSON,AGGRAVATED,STREET,False,False,1811,8,7.0,3.0,17,1186600.0,1876746.0,2015,2016-01-02 12:53:00,41.76222134,-87.651374465,"(41.76222134, -87.55507662)",SATURDAY,2015-12-26,12:53:00,12
10001012,RZ266273,62XX N PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,STREET,False,False,1411,3,28.0,71.0,17,1153211.0,1890235.0,2015,2015-07-20 08:16:00,41.87970076,-87.651374465,,MONDAY,2015-07-06,08:16:00,7
10001013,PJ794647,88XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,1221,11,24.0,43.0,20,1187991.0,1929880.0,2018,2018-04-20 07:07:00,41.7299474,-87.5837745,"(41.7299474, -87.5837745)",THURSDAY,2018-04-12,07:07:00,4
10001014,BN221235,29XX W COTTAGE GROVE AVE,910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,False,False,511,16,24.0,9.0,17,1180323.0,1856721.0,2020,2020-02-27 15:30:00,41.71293697,-87.56304982,"(41.71293697, -87.56304982)",MONDAY,2020-02-03,15:30:00,2
10001015,GK132312,25XX N MADISON ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,113,14,50.0,40.0,18,1190242.0,1890799.0,2020,2020-08-26 22:37:00,41.72208301,-87.53708817,"(41.72208301, -87.53708817)",TUESDAY,2020-08-04,22:37:00,8
10001016,RG984955,45XX E CICERO AVE,560,ASSAULT,SIMPLE,CTA BUS,True,False,911,16,41.0,10.0,19,1194766.0,1878723.0,2015,2015-02-28 08:03:00,41.7737315,-87.78344905,"(41.7737315, -87.78344905)",WEDNESDAY,2015-02-04,08:03:00,2
